1940,148.03678929765886
1941,117.72527472527473
1942,104.85616438356165
1943,104.58767123287672
1947,98.69680365296804
1989,89.80616966580976
1990,89.60971128608924
2002,89.3366951124903
2000,88.68922651933701
1988,88.01078582434515
1949,85.6758711374096
1981,85.20438767009163
1985,85.1344169246646
2004,84.70736046253057
1978,84.63398294762484
2017,84.12450028555111
1975,83.81906792567773
1997,83.43381748424225
1974,83.42904993909866
2008,80.36883629191321
1967,80.16456051670879
2011,79.79945054945055
1993,79.45110750945435
1957,79.24292237442923
1966,79.09321317938608
1955,78.92931506849315
1982,78.78351063829787
1969,78.71758087201125
2007,78.31271310277643
1944,98.30510018214936
1946,97.60913242009133
1945,97.1324200913242
1998,94.9400333148251
2013,92.8427846934071
1999,92.14717188358046
2005,91.66777703753054
2001,91.07121086173456
1948,90.72387490465293
1971,90.26049270072993
2015,86.81688888888888
1984,86.44287581699346
2016,85.98132487667371
1986,85.79693094629155
2014,85.7114404817045
1995,87.68736203090508
1996,87.57040900356849
1968,87.38689547581903
1987,87.02089244261026
2003,86.98405668733392
1970,83.40092002830856
1979,82.86357282639084
1962,82.7970453746043
1991,82.53824215711693
1973,82.06362252663622
1994,82.02615091255788
2010,81.4217850287908
1956,81.37382690302398
1980,80.76820455808783
1983,80.5262187088274
1992,78.29485505353878
1958,78.27970749542962
1972,77.58320657134165
2006,77.51566384883142
2012,76.83750613647521
1976,76.76268611364327
1977,76.5160012191405
1954,76.36373626373626
1959,75.93238921882138
1964,75.73316862260654
1952,75.56502732240438
1961,75.4898122253296
1960,75.44466560509554
2009,74.5089697590979
1950,74.10032894736842
1953,73.87883771929825
1963,73.83188001395186
1965,73.70929873339512
1951,72.06195175438596
